gene,log2FoldChange,stat,pvalue,padj
ENSG00000186666,-0.06703588,1.0,-0.51372063,0.9465531366286822
ENSG00000140326,-0.06703588,1.0,-0.51372063,0.9465531366286822
ENSG00000175874,-0.06703588,1.0,-0.51372063,0.9465531366286822
ENSG00000225449,-0.06703588,1.0,-0.51372063,0.9465531366286822
ENSG00000100058,-0.06703588,1.0,-0.51372063,0.9465531366286822
ENSG00000070718,-0.06703588,1.0,-0.51372063,0.9465531366286822
ENSG00000118762,-0.06717113,1.0,-0.6016284,0.9464454703020347
ENSG00000168556,-0.0671824,1.0,-0.75392187,0.9464364981522703
ENSG00000259976,-0.067227475,1.0,-0.83652914,0.9464006096211578
ENSG00000075131,-0.067419074,1.0,-1.1004442,0.946248084578242
ENSG00000006744,-0.06744161,1.0,-0.0489753,0.9462301405849658
ENSG00000175048,-0.067509234,1.0,-0.27897447,0.9461763087688418
ENSG00000135823,-0.06756559,1.0,-0.33801335,0.9461314491097851
ENSG00000149657,-0.06756559,1.0,-0.33801335,0.9461314491097851
ENSG00000287878,-0.06756559,1.0,-0.33801335,0.9461314491097851
ENSG00000173163,-0.06756559,1.0,-0.33801335,0.9461314491097851
ENSG00000103381,-0.06756559,1.0,-0.27897447,0.9461314491097851
ENSG00000117408,-0.06762194,1.0,-0.39955908,0.946086589621528
ENSG00000186501,-0.06762194,1.0,-0.39955908,0.946086589621528
ENSG00000119929,-0.06762194,1.0,-0.39955908,0.946086589621528
ENSG00000099840,-0.06762194,1.0,-0.39955908,0.946086589621528
ENSG00000023697,-0.06770083,1.0,-0.4315678,0.9460237866251817
ENSG00000170325,-0.0678248,1.0,-0.60192835,0.9459250968802159
ENSG00000225663,-0.0678248,1.0,-0.60192835,0.9459250968802159
ENSG00000178409,-0.06788116,1.0,-0.6634741,0.9458802381794638
ENSG00000135316,-0.06798259,1.0,-1.3334715,0.9457994929506215
ENSG00000132664,-0.06807275,1.0,-0.23167813,0.9457277198812765
ENSG00000171135,-0.06816292,1.0,-0.18732625,0.9456559472524455
ENSG00000170265,-0.068207994,1.0,-0.3281839,0.9456200611034044
ENSG00000177485,-0.068207994,1.0,-0.3281839,0.9456200611034044
ENSG00000203739,-0.068207994,1.0,-0.3281839,0.9456200611034044
ENSG00000121022,-0.068410866,1.0,-0.05839881,0.9454585747993027
ENSG00000124222,-0.068467215,1.0,-0.6484775,0.9454137178900562
ENSG00000141971,-0.068534836,1.0,-0.5514571,0.9453598898274231
ENSG00000140320,-0.06879406,1.0,-0.27928373,0.945153551233807
ENSG00000109065,-0.06879406,1.0,-0.27928373,0.945153551233807
ENSG00000140153,-0.068816595,1.0,-0.29493144,0.9451356089210977
ENSG00000123607,-0.06900819,1.0,-0.05839881,0.9449831003876838
ENSG00000172336,-0.06918851,1.0,-0.643616,0.9448395647863442
ENSG00000117174,-0.069199786,1.0,-0.07693286,0.9448305938706725
ENSG00000084774,-0.069199786,1.0,-0.17466594,0.9448305938706725
ENSG00000176407,-0.069289945,1.0,-0.20875856,0.944758826797266
ENSG00000270344,-0.069289945,1.0,-0.20875856,0.944758826797266
ENSG00000225978,-0.06938011,1.0,-0.24366926,0.9446870601722129
ENSG00000165644,-0.06959425,1.0,-0.26840866,0.9445166162380219
ENSG00000068120,-0.06972949,1.0,-0.18434818,0.9444089687457098
ENSG00000235582,-0.0697633,1.0,-0.15615524,0.9443820570311746
ENSG00000272391,-0.0697633,1.0,0.00078780367,0.9443820570311746
ENSG00000181513,-0.069864735,1.0,-0.1860479,0.9443013222685613
ENSG00000100632,-0.06996617,1.0,-0.21656686,0.9442205880780796
ENSG00000179841,-0.070123956,1.0,-0.36125895,0.9440950026986996
ENSG00000169696,-0.07040571,1.0,-0.47731745,0.9438707465507884
ENSG00000123213,-0.07040571,1.0,-0.6037301,0.9438707465507884
ENSG00000145293,-0.07055222,1.0,-0.19524778,0.943754135110845
ENSG00000125952,-0.070721276,1.0,-0.093232766,0.9436195849473586
ENSG00000132670,-0.07092415,1.0,-0.47731745,0.9434581268749189
ENSG00000084733,-0.0709805,1.0,-0.11601061,0.9434132778223405
ENSG00000050130,-0.07101431,1.0,-0.15364525,0.9433863684768916
ENSG00000099308,-0.07118336,1.0,-0.07711547,0.9432518227194231
ENSG00000127720,-0.07145385,1.0,0.02602642,0.9430365528767919
ENSG00000198258,-0.072017364,1.0,-0.1115928,0.9425880874190737
ENSG00000177570,-0.07251326,1.0,-0.16085082,0.942193452866371
ENSG00000286638,-0.07279502,1.0,-0.5570358,0.9419692350044075
ENSG00000253744,-0.07289645,1.0,-0.033914056,0.9418885176989603
ENSG00000213339,-0.072975345,1.0,-0.08147678,0.9418257379850821
ENSG00000139899,-0.072975345,1.0,-0.08147678,0.9418257379850821
ENSG00000065135,-0.07352759,1.0,-0.07729836,0.9413862901298418
ENSG00000101901,-0.07361775,1.0,-0.24285801,0.9413145452321322
ENSG00000101911,-0.07368538,1.0,0.022568177,0.941260736871331
ENSG00000064547,-0.073764265,1.0,-0.33985305,0.9411979607892785
ENSG00000286009,-0.07388824,1.0,-0.10929827,0.9410993133985837
ENSG00000112769,-0.07508289,1.0,-1.2792358,0.9401487578014024
ENSG00000253203,-0.07508289,1.0,-1.2792358,0.9401487578014024
ENSG00000273784,-0.07508289,1.0,-1.2792358,0.9401487578014024
ENSG00000165178,-0.07508289,1.0,-1.2792358,0.9401487578014024
ENSG00000250021,-0.07508289,1.0,-1.2792358,0.9401487578014024
ENSG00000116750,-0.07508289,1.0,-0.1329468,0.9401487578014024
ENSG00000100028,-0.07508289,1.0,-1.0160565,0.9401487578014024
ENSG00000201806,-0.07508289,1.0,-1.2792358,0.9401487578014024
ENSG00000231831,-0.07508289,1.0,-1.2792358,0.9401487578014024
ENSG00000286019,-0.07508289,1.0,-1.2792358,0.9401487578014024
ENSG00000236790,-0.075105436,1.0,-1.6013087,0.9401308236054026
ENSG00000140678,-0.075105436,1.0,-1.6013087,0.9401308236054026
ENSG00000128394,-0.075105436,1.0,-1.6013087,0.9401308236054026
ENSG00000238142,-0.075105436,1.0,-1.6013087,0.9401308236054026
ENSG00000142252,-0.075105436,1.0,-1.6013087,0.9401308236054026
ENSG00000267120,-0.075105436,1.0,-1.6013087,0.9401308236054026
ENSG00000240038,-0.075105436,1.0,-1.6013087,0.9401308236054026
ENSG00000168970,-0.075105436,1.0,-1.6013087,0.9401308236054026
ENSG00000263740,-0.075105436,1.0,-1.6013087,0.9401308236054026
ENSG00000183454,-0.075105436,1.0,-1.6013087,0.9401308236054026
ENSG00000160219,-0.075105436,1.0,-1.6013087,0.9401308236054026
ENSG00000188906,-0.075105436,1.0,-1.6013087,0.9401308236054026
ENSG00000286527,-0.075105436,1.0,-1.6013087,0.9401308236054026
ENSG00000047849,-0.075105436,1.0,-0.09274281,0.9401308236054026
ENSG00000289396,-0.075105436,1.0,-1.6013087,0.9401308236054026
ENSG00000118965,-0.075105436,1.0,-1.6013087,0.9401308236054026
ENSG00000244490,-0.075105436,1.0,-1.6013087,0.9401308236054026
ENSG00000284959,-0.075105436,1.0,-1.6013087,0.9401308236054026
ENSG00000142686,-0.075105436,1.0,-1.6013087,0.9401308236054026
ENSG00000111886,-0.075105436,1.0,-1.6013087,0.9401308236054026
ENSG00000277954,-0.075105436,1.0,-1.6013087,0.9401308236054026
ENSG00000289603,-0.075105436,1.0,-1.6013087,0.9401308236054026
ENSG00000099953,-0.075105436,1.0,-1.6013087,0.9401308236054026
ENSG00000138411,-0.075105436,1.0,-1.6013087,0.9401308236054026
ENSG00000272366,-0.075105436,1.0,-1.6013087,0.9401308236054026
ENSG00000164796,-0.075105436,1.0,-1.6013087,0.9401308236054026
ENSG00000144712,-0.075105436,1.0,-1.6013087,0.9401308236054026
ENSG00000267127,-0.075105436,1.0,-1.6013087,0.9401308236054026
ENSG00000160284,-0.075105436,1.0,-1.6013087,0.9401308236054026
ENSG00000223440,-0.075105436,1.0,-1.6013087,0.9401308236054026
ENSG00000105722,-0.075105436,1.0,-1.6013087,0.9401308236054026
ENSG00000285901,-0.075105436,1.0,-1.6013087,0.9401308236054026
ENSG00000179776,-0.075105436,1.0,-1.6013087,0.9401308236054026
ENSG00000260466,-0.075105436,1.0,-1.6013087,0.9401308236054026
ENSG00000277684,-0.075105436,1.0,-1.6013087,0.9401308236054026
ENSG00000188167,-0.075105436,1.0,-1.6013087,0.9401308236054026
ENSG00000203791,-0.075105436,1.0,-1.6013087,0.9401308236054026
ENSG00000288095,-0.075105436,1.0,-1.6013087,0.9401308236054026
ENSG00000198576,-0.075105436,1.0,-1.6013087,0.9401308236054026
ENSG00000241219,-0.075105436,1.0,-1.6013087,0.9401308236054026
ENSG00000235426,-0.075105436,1.0,-1.6013087,0.9401308236054026
ENSG00000242110,-0.075127974,1.0,-1.8650782,0.9401128894397639
ENSG00000203811,-0.075127974,1.0,-1.8650782,0.9401128894397639
ENSG00000260528,-0.075127974,1.0,-2.0178168,0.9401128894397639
ENSG00000228623,-0.07515052,1.0,-2.1871512,0.9400949553044956
ENSG00000257647,-0.07515052,1.0,-2.1871512,0.9400949553044956
ENSG00000251323,-0.07515052,1.0,-2.1871512,0.9400949553044956
ENSG00000261839,-0.07515052,1.0,-2.9258773,0.9400949553044956
ENSG00000066294,-0.07515052,1.0,-2.1871512,0.9400949553044956
ENSG00000285467,-0.07515052,1.0,-2.1871512,0.9400949553044956
ENSG00000038427,-0.07555625,1.0,0.06295207,0.9397721460733135
ENSG00000181544,-0.07565768,1.0,-0.7267048,0.9396914453096644
ENSG00000169682,-0.07565768,1.0,-0.7267048,0.9396914453096644
ENSG00000255769,-0.07565768,1.0,-0.7267048,0.9396914453096644
ENSG00000238113,-0.07565768,1.0,-0.7267048,0.9396914453096644
ENSG00000154309,-0.07565768,1.0,-0.7267048,0.9396914453096644
ENSG00000280244,-0.07565768,1.0,-0.7267048,0.9396914453096644
ENSG00000240790,-0.07565768,1.0,-0.7267048,0.9396914453096644
ENSG00000110077,-0.07569149,1.0,-0.86435336,0.9396645451926983
ENSG00000284691,-0.07569149,1.0,-0.86435336,0.9396645451926983
ENSG00000279964,-0.07569149,1.0,-0.86435336,0.9396645451926983
ENSG00000170191,-0.07569149,1.0,-0.86435336,0.9396645451926983
ENSG00000279123,-0.07569149,1.0,-0.86435336,0.9396645451926983
ENSG00000162460,-0.07569149,1.0,-0.86435336,0.9396645451926983
ENSG00000090097,-0.07569149,1.0,-0.86435336,0.9396645451926983
ENSG00000212864,-0.07569149,1.0,-0.86435336,0.9396645451926983
ENSG00000018699,-0.07569149,1.0,-0.86435336,0.9396645451926983
ENSG00000224046,-0.07569149,1.0,-0.86435336,0.9396645451926983
ENSG00000121089,-0.07569149,1.0,-0.86435336,0.9396645451926983
ENSG00000204305,-0.07569149,1.0,-0.86435336,0.9396645451926983
ENSG00000174028,-0.07569149,1.0,-0.86435336,0.9396645451926983
ENSG00000172116,-0.07569149,1.0,-0.86435336,0.9396645451926983
ENSG00000159685,-0.07569149,1.0,-0.86435336,0.9396645451926983
ENSG00000093009,-0.07569149,1.0,-0.86435336,0.9396645451926983
ENSG00000102547,-0.07569149,1.0,-0.86435336,0.9396645451926983
ENSG00000100453,-0.07569149,1.0,-0.86435336,0.9396645451926983
ENSG00000239219,-0.07569149,1.0,-0.86435336,0.9396645451926983
ENSG00000108828,-0.075736575,1.0,-0.09022722,0.9396286784771709
ENSG00000125835,-0.075770386,1.0,-0.14924987,0.9396017785208854
ENSG00000119408,-0.07583801,1.0,-0.20641571,0.9395479788150876
ENSG00000285238,-0.07583801,1.0,-1.6042607,0.9395479788150876
ENSG00000227252,-0.07618739,1.0,-0.4311133,0.9392700180691335
ENSG00000273619,-0.07623247,1.0,-0.4311133,0.9392341527046477
ENSG00000214026,-0.07623247,1.0,-0.51372063,0.9392341527046477
ENSG00000274487,-0.07623247,1.0,-0.51372063,0.9392341527046477
ENSG00000007047,-0.07623247,1.0,-0.51372063,0.9392341527046477
ENSG00000273680,-0.07623247,1.0,-0.51372063,0.9392341527046477
ENSG00000150907,-0.07623247,1.0,-0.51372063,0.9392341527046477
ENSG00000077264,-0.07623247,1.0,-0.51372063,0.9392341527046477
ENSG00000147536,-0.07627755,1.0,-0.6013286,0.9391982874634188
ENSG00000255384,-0.07627755,1.0,-0.6013286,0.9391982874634188
ENSG00000259865,-0.07627755,1.0,-0.6013286,0.9391982874634188
ENSG00000243977,-0.07627755,1.0,-0.6013286,0.9391982874634188
ENSG00000277406,-0.07627755,1.0,-0.6013286,0.9391982874634188
ENSG00000258459,-0.07627755,1.0,-0.6013286,0.9391982874634188
ENSG00000204272,-0.07627755,1.0,-0.6013286,0.9391982874634188
ENSG00000136720,-0.07627755,1.0,-0.6013286,0.9391982874634188
ENSG00000241685,-0.07635644,1.0,-0.9396892,0.9391355235880728
ENSG00000164109,-0.07645787,1.0,-0.9241371,0.9390548277325202
ENSG00000121621,-0.07645787,1.0,-0.9241371,0.9390548277325202
ENSG00000133104,-0.07645787,1.0,-0.9241371,0.9390548277325202
ENSG00000186908,-0.07645787,1.0,-0.9241371,0.9390548277325202
ENSG00000074935,-0.07645787,1.0,-0.9241371,0.9390548277325202
ENSG00000163702,-0.07660439,1.0,-1.6880497,0.9389382681573395
ENSG00000153046,-0.07669455,1.0,-0.27897447,0.9388665398380756
ENSG00000135317,-0.07672836,1.0,-1.2411101,0.9388396418461951
ENSG00000010327,-0.076750904,1.0,-0.27897447,0.938821709890373
ENSG00000184220,-0.07680725,1.0,-0.39955908,0.938776880136561
ENSG00000123975,-0.07680725,1.0,-0.27897447,0.938776880136561
ENSG00000189046,-0.07680725,1.0,-0.39955908,0.938776880136561
ENSG00000240344,-0.0768636,1.0,-0.46383458,0.9387320505767814
ENSG00000100296,-0.0768636,1.0,-0.46383458,0.9387320505767814
ENSG00000280183,-0.0768636,1.0,-0.46383458,0.9387320505767814
ENSG00000187676,-0.0768636,1.0,-0.46383458,0.9387320505767814
ENSG00000226200,-0.0768636,1.0,-0.46383458,0.9387320505767814
ENSG00000264070,-0.0768636,1.0,-0.46383458,0.9387320505767814
ENSG00000156990,-0.0768636,1.0,-0.46383458,0.9387320505767814
ENSG00000108733,-0.0768636,1.0,-0.46383458,0.9387320505767814
ENSG00000107021,-0.0768636,1.0,-0.46383458,0.9387320505767814
ENSG00000113108,-0.0768636,1.0,-0.46383458,0.9387320505767814
ENSG00000188707,-0.07699885,1.0,-0.60192835,0.938624460425809
ENSG00000148690,-0.07701012,1.0,-0.76616275,0.9386154946304412
ENSG00000197852,-0.0770552,1.0,-0.6634741,0.9385796315267978
ENSG00000163170,-0.0770552,1.0,-0.6634741,0.9385796315267978
ENSG00000139318,-0.077100284,1.0,-0.90952367,0.9385437685477336
ENSG00000115514,-0.07711155,1.0,-0.72774965,0.9385348028224415
ENSG00000138107,-0.07715663,1.0,-0.10673473,0.9384989399992032
ENSG00000261868,-0.07731442,1.0,-0.23167813,0.9383734211006891
ENSG00000247400,-0.07738204,1.0,-0.3281839,0.9383196277555932
ENSG00000177946,-0.07738204,1.0,-0.3281839,0.9383196277555932
ENSG00000157617,-0.07738204,1.0,-0.3281839,0.9383196277555932
ENSG00000143479,-0.07738204,1.0,-0.3281839,0.9383196277555932
ENSG00000106692,-0.077449664,1.0,-0.3789552,0.9382658346919823
ENSG00000280054,-0.077449664,1.0,-0.3789552,0.9382658346919823
ENSG00000143256,-0.077449664,1.0,-0.3789552,0.9382658346919823
ENSG00000183154,-0.077449664,1.0,-0.3789552,0.9382658346919823
ENSG00000139209,-0.07756236,1.0,-0.45495138,0.9381761802121503
ENSG00000171532,-0.07762999,1.0,-0.5024023,0.9381223879003614
ENSG00000232098,-0.077956825,1.0,-0.27928373,0.9378623957119132
ENSG00000005486,-0.077956825,1.0,-0.27928373,0.9378623957119132
ENSG00000151445,-0.07803572,1.0,-0.32124916,0.9377996399681957
ENSG00000130684,-0.07803572,1.0,-0.32124916,0.9377996399681957
ENSG00000148308,-0.07803572,1.0,-0.32124916,0.9377996399681957
ENSG00000088832,-0.0780808,1.0,0.043942623,0.9377637797166524
ENSG00000105793,-0.07832875,1.0,-0.39234897,0.9375665505914182
ENSG00000233822,-0.07841891,1.0,-0.5147752,0.9374948318585736
ENSG00000143387,-0.07844145,1.0,-0.20875856,0.9374769022545714
ENSG00000149089,-0.078531615,1.0,-0.24366926,0.9374051841556698
ENSG00000162729,-0.078531615,1.0,-0.24366926,0.9374051841556698
ENSG00000067955,-0.078621775,1.0,-0.27943844,0.9373334665645745
ENSG00000178467,-0.07873448,1.0,-0.22949763,0.9372438202906908
ENSG00000178537,-0.07898243,1.0,-0.41447547,0.9370466012898448
ENSG00000174206,-0.079004966,1.0,-0.1860479,0.9370286724811007
ENSG00000182307,-0.07907259,1.0,-0.45024464,0.9369748862464723
ENSG00000132950,-0.0791064,1.0,-0.21656686,0.9369479932369915
ENSG00000175470,-0.07920783,1.0,-0.24773906,0.9368673146402493
ENSG00000074800,-0.07985024,1.0,-0.2243733,0.9363563652807244
ENSG00000070366,-0.08003057,1.0,-0.25376236,0.9362129456011196
ENSG00000225822,-0.08026724,1.0,-0.3336329,0.9360247104133779
ENSG00000163156,-0.08037995,1.0,-0.20284559,0.9359350758658994
ENSG00000060762,-0.08067297,1.0,-0.32559153,0.9357020298454523
ENSG00000110514,-0.08069552,1.0,-0.14168203,0.9356841034564257
ENSG00000149743,-0.08111252,1.0,-0.1115928,0.9353524711504065
ENSG00000118412,-0.08130411,1.0,-0.32247895,0.9352001033077215
ENSG00000006015,-0.08140554,1.0,-0.1519611,0.935119438939783
ENSG00000177302,-0.081450626,1.0,-0.87861174,0.9350835883233359
ENSG00000074582,-0.08156333,1.0,-0.42080992,0.9349939623582998
ENSG00000138071,-0.08159714,1.0,-0.396775,0.9349670747293938
ENSG00000100416,-0.08159714,1.0,-0.28036794,0.9349670747293938
ENSG00000118564,-0.0816873,1.0,-0.2597584,0.9348953747483832
ENSG00000087263,-0.08189017,1.0,-0.19961585,0.934734051722778
ENSG00000139668,-0.08190144,1.0,-0.2193901,0.9347250894109858
ENSG00000007520,-0.08222828,1.0,-0.62902516,0.9344651859722289
ENSG00000113758,-0.08238606,1.0,-0.1157151,0.934339717844876
ENSG00000142546,-0.08238606,1.0,-0.1157151,0.934339717844876
ENSG00000178074,-0.082746714,1.0,-0.04418522,0.9340529396832744
ENSG00000162601,-0.08289323,1.0,-0.10446736,0.9339364384976002
ENSG00000137106,-0.08294958,1.0,-0.10929827,0.9338916307258774
ENSG00000018510,-0.0830172,1.0,-0.50092834,0.9338378616762919
ENSG00000254693,-0.08326515,1.0,-0.04259244,0.9336407110788039
ENSG00000112406,-0.08329896,1.0,-0.19248796,0.9336138272215072
ENSG00000251201,-0.084302016,1.0,-1.2792358,0.9328163073634339
ENSG00000171570,-0.08432456,1.0,-1.6013087,0.9327983863406155
ENSG00000269858,-0.08432456,1.0,-1.6013087,0.9327983863406155
ENSG00000152454,-0.08432456,1.0,-1.6013087,0.9327983863406155
ENSG00000172243,-0.08432456,1.0,-1.6013087,0.9327983863406155
ENSG00000143184,-0.08432456,1.0,-1.6013087,0.9327983863406155
ENSG00000228109,-0.08432456,1.0,-1.6013087,0.9327983863406155
ENSG00000134460,-0.0843471,1.0,-2.0164907,0.93278046535186
ENSG00000118939,-0.0843471,1.0,-2.0164907,0.93278046535186
ENSG00000023608,-0.0843471,1.0,-2.0164907,0.93278046535186
ENSG00000243335,-0.0843471,1.0,-2.0164907,0.93278046535186
ENSG00000270909,-0.0843471,1.0,-2.0164907,0.93278046535186
ENSG00000171631,-0.0843471,1.0,-2.0164907,0.93278046535186
ENSG00000169105,-0.0843471,1.0,-2.0164907,0.93278046535186
ENSG00000263829,-0.0843471,1.0,-2.0164907,0.93278046535186
ENSG00000106034,-0.0843471,1.0,-2.0164907,0.93278046535186
ENSG00000136371,-0.0843471,1.0,-2.0164907,0.93278046535186
ENSG00000289866,-0.0843471,1.0,-2.0164907,0.93278046535186
ENSG00000136866,-0.0843471,1.0,-2.0164907,0.93278046535186
ENSG00000165457,-0.0843471,1.0,-2.0164907,0.93278046535186
ENSG00000215067,-0.0843471,1.0,-2.0164907,0.93278046535186
ENSG00000280248,-0.0843471,1.0,-2.0164907,0.93278046535186
ENSG00000257621,-0.0843471,1.0,-2.0164907,0.93278046535186
ENSG00000160791,-0.0843471,1.0,-2.0164907,0.93278046535186
ENSG00000088766,-0.0843471,1.0,-2.0164907,0.93278046535186
ENSG00000275582,-0.0843471,1.0,-2.0164907,0.93278046535186
ENSG00000271774,-0.0843471,1.0,-2.0164907,0.93278046535186
ENSG00000261064,-0.0843471,1.0,-2.0164907,0.93278046535186
ENSG00000078081,-0.0843471,1.0,-2.0164907,0.93278046535186
ENSG00000279464,-0.0843471,1.0,-2.0164907,0.93278046535186
ENSG00000286140,-0.0843471,1.0,-2.0164907,0.93278046535186
ENSG00000285542,-0.0843471,1.0,-2.0164907,0.93278046535186
ENSG00000130307,-0.0843471,1.0,-2.0164907,0.93278046535186
ENSG00000274922,-0.0843471,1.0,-2.0164907,0.93278046535186
ENSG00000251249,-0.0843471,1.0,-2.0164907,0.93278046535186
ENSG00000034693,-0.0843471,1.0,-2.0164907,0.93278046535186
ENSG00000266852,-0.0843471,1.0,-2.0164907,0.93278046535186
ENSG00000221970,-0.0843471,1.0,-2.0164907,0.93278046535186
ENSG00000243279,-0.0843471,1.0,-2.0164907,0.93278046535186
ENSG00000090661,-0.0843471,1.0,-2.0164907,0.93278046535186
ENSG00000174946,-0.0843471,1.0,-2.0164907,0.93278046535186
ENSG00000285713,-0.0843471,1.0,-2.0164907,0.93278046535186
ENSG00000132286,-0.08438091,1.0,-2.602333,0.9327535839326148
ENSG00000167377,-0.08438091,1.0,-2.602333,0.9327535839326148
ENSG00000231752,-0.08438091,1.0,-3.0182507,0.9327535839326148
ENSG00000258301,-0.08438091,1.0,-2.602333,0.9327535839326148
ENSG00000256894,-0.08438091,1.0,-2.602333,0.9327535839326148
ENSG00000253389,-0.08438091,1.0,-2.602333,0.9327535839326148
ENSG00000229191,-0.08438091,1.0,-3.0182507,0.9327535839326148
ENSG00000288637,-0.08438091,1.0,-3.8282475,0.9327535839326148
ENSG00000243199,-0.08438091,1.0,-2.602333,0.9327535839326148
ENSG00000259529,-0.08438091,1.0,-2.602333,0.9327535839326148
ENSG00000073861,-0.08438091,1.0,-2.602333,0.9327535839326148
ENSG00000256028,-0.08438091,1.0,-2.602333,0.9327535839326148
ENSG00000140905,-0.084403455,1.0,-3.4130657,0.9327356630290563
ENSG00000259337,-0.08441472,1.0,-4.4838495,0.9327267025900621
ENSG00000138468,-0.084437266,1.0,-0.050564487,0.932708781737649
ENSG00000275131,-0.08486553,1.0,-0.7267048,0.932368292032664
ENSG00000247556,-0.08486553,1.0,-0.35296565,0.932368292032664
ENSG00000059769,-0.08489934,1.0,-0.86435336,0.9323414117927246
ENSG00000121775,-0.08489934,1.0,-0.86435336,0.9323414117927246
ENSG00000240849,-0.08489934,1.0,-0.86435336,0.9323414117927246
ENSG00000282535,-0.08489934,1.0,-0.86435336,0.9323414117927246
ENSG00000131435,-0.08489934,1.0,-0.86435336,0.9323414117927246
ENSG00000070759,-0.08489934,1.0,-0.7267048,0.9323414117927246
ENSG00000142512,-0.08489934,1.0,-0.86435336,0.9323414117927246
ENSG00000133636,-0.08491062,1.0,1.3827789,0.93233245172989
ENSG00000176125,-0.084933154,1.0,-1.0165015,0.9323145316299455
ENSG00000233723,-0.084933154,1.0,-1.0165015,0.9323145316299455
ENSG00000228384,-0.084933154,1.0,-1.0165015,0.9323145316299455
ENSG00000198960,-0.084933154,1.0,-1.0165015,0.9323145316299455
ENSG00000139180,-0.084933154,1.0,-1.0165015,0.9323145316299455
ENSG00000258289,-0.084933154,1.0,-1.0165015,0.9323145316299455
ENSG00000164086,-0.084933154,1.0,-1.0165015,0.9323145316299455
ENSG00000230510,-0.084933154,1.0,-1.0165015,0.9323145316299455
ENSG00000289301,-0.084933154,1.0,-1.0165015,0.9323145316299455
ENSG00000177842,-0.084933154,1.0,-1.0165015,0.9323145316299455
ENSG00000182004,-0.084933154,1.0,-1.0165015,0.9323145316299455
ENSG00000198873,-0.084933154,1.0,-1.0165015,0.9323145316299455
ENSG00000185345,-0.084933154,1.0,-1.0165015,0.9323145316299455
ENSG00000162755,-0.084933154,1.0,-1.0165015,0.9323145316299455
ENSG00000171241,-0.084933154,1.0,-1.0165015,0.9323145316299455
ENSG00000124217,-0.085000776,1.0,-1.280271,0.9322607715359905
ENSG00000287500,-0.085000776,1.0,-1.280271,0.9322607715359905
ENSG00000273983,-0.08501205,1.0,-2.283794,0.9322518115503673
ENSG00000260978,-0.08503459,1.0,-1.4324193,0.9322338916048758
ENSG00000091164,-0.08503459,1.0,-0.17435658,0.9322338916048758
ENSG00000124216,-0.08503459,1.0,-1.4324193,0.9322338916048758
ENSG00000099810,-0.08503459,1.0,-1.4324193,0.9322338916048758
ENSG00000163833,-0.08533889,1.0,-0.27881992,0.9319919757062126
ENSG00000126249,-0.08542905,1.0,-0.51372063,0.9319202981268636
ENSG00000107562,-0.08547413,1.0,-0.6013286,0.9318844595441885
ENSG00000167625,-0.08551922,1.0,-0.6945831,0.9318486210996094
ENSG00000077348,-0.08551922,1.0,-0.6945831,0.9318486210996094
ENSG00000180229,-0.08551922,1.0,-0.6945831,0.9318486210996094
ENSG00000169087,-0.08551922,1.0,-0.6945831,0.9318486210996094
ENSG00000149548,-0.08551922,1.0,-0.6945831,0.9318486210996094
ENSG00000186130,-0.08551922,1.0,-0.6945831,0.9318486210996094
ENSG00000157881,-0.08551922,1.0,-0.6945831,0.9318486210996094
ENSG00000148219,-0.08551922,1.0,-0.6945831,0.9318486210996094
ENSG00000111641,-0.085677,1.0,-0.9396892,0.9317231876321322
ENSG00000156136,-0.08568827,1.0,-1.0173917,0.9317142281635893
ENSG00000011052,-0.08582351,1.0,-0.22224574,0.9316067152162893
ENSG00000211639,-0.085857324,1.0,-4.7939057,0.9315798371743735
ENSG00000025800,-0.08599257,1.0,-0.39955908,0.9314723257872621
ENSG00000181523,-0.086048916,1.0,-0.46383458,0.9314275297448796
ENSG00000124279,-0.086048916,1.0,-0.46383458,0.9314275297448796
ENSG00000288632,-0.086048916,1.0,-0.46383458,0.9314275297448796
ENSG00000185201,-0.08610527,1.0,-0.53109396,0.9313827339197124
ENSG00000134287,-0.08617289,1.0,-0.60192835,0.9313289792164348
ENSG00000158373,-0.086274326,1.0,-0.60192835,0.9312483477489145
ENSG00000285884,-0.08634195,1.0,-0.795009,0.9311945938291876
ENSG00000151065,-0.08653355,1.0,-1.144549,0.9310422927618026
ENSG00000101255,-0.086556084,1.0,-0.3281839,0.9310243751550682
ENSG00000173818,-0.086556084,1.0,-0.3281839,0.9310243751550682
ENSG00000152683,-0.086623706,1.0,-0.3789552,0.9309706225446477
ENSG00000181896,-0.086623706,1.0,-0.3789552,0.9309706225446477
ENSG00000178202,-0.086623706,1.0,-0.3789552,0.9309706225446477
ENSG00000113761,-0.086623706,1.0,-0.3789552,0.9309706225446477
ENSG00000173674,-0.086623706,1.0,-0.3789552,0.9309706225446477
ENSG00000180346,-0.08669133,1.0,-0.4315678,0.9309168702490909
ENSG00000139890,-0.08669133,1.0,-0.4315678,0.9309168702490909
ENSG00000107020,-0.08669133,1.0,-0.4315678,0.9309168702490909
ENSG00000104907,-0.08669133,1.0,-0.4315678,0.9309168702490909
ENSG00000166169,-0.08669133,1.0,-0.4315678,0.9309168702490909
ENSG00000131873,-0.08680403,1.0,0.23746872,0.9308272837901894
ENSG00000149636,-0.08686038,1.0,-0.5514571,0.9307824908893289
ENSG00000185436,-0.08686038,1.0,-0.5514571,0.9307824908893289
